msisdn,category,applicationtype,age,gender,arpu,income,device,download,num_downloads,purchase_value
522039419,Lifestyle,Playstore,15,0,0,12465,2,0,0,0
522034363,Music,Playstore,46,1,1190700,26916,3,1,68392,2379
522025915,e-Book,Playstore,68,1,0,65777,3,1,78324,0
522022699,Banking,Playstore,60,1,0,49013,4,0,0,0
522018267,Video,Playstore,59,1,0,22147,3,1,67718,0
522007467,ecommerce,Playstore,46,0,0,81903,3,0,0,0
522005771,ecommerce,Playstore,51,0,0,51327,3,1,35581,5158
521941307,Education,Playstore,24,1,0,77465,4,0,0,0
521933515,Communication,Playstore,18,0,90909.09091,64063,3,1,58193,8072
521926219,Games,Playstore,36,1,0,64944,4,0,0,0
521923835,Banking,Playstore,68,1,90909.09091,94794,2,0,0,0
521923483,Others,Playstore,63,0,0,67249,3,0,0,0
521912235,Sports,Playstore,44,1,18122.72727,24334,4,0,0,0
521827707,Games,Playstore,19,0,38134.54545,27785,4,1,27613,0
521820635,Education,Playstore,54,0,NA,13739,3,1,92579,7757
521812763,ecommerce,Playstore,78,1,0,91705,3,0,0,0
521812715,News,Playstore,61,0,0,25549,4,0,0,0
521804347,Others,Playstore,22,0,0,30186,3,0,0,0
521728891,e-Book,Playstore,43,0,0,25131,4,1,13292,3276
521728235,Others,Playstore,27,0,NA,77613,3,0,0,0
521622075,Sports,Playstore,18,1,0,86796,2,1,43342,0
521586843,Lifestyle,Playstore,31,1,0,31864,2,1,47587,7546
521507643,Games,Playstore,58,0,0,65642,2,0,0,0
521504443,Music,Playstore,35,1,0,54391,3,1,28683,0
521493403,Sports,Playstore,32,0,941840.9091,60494,4,0,0,0
521412987,Communication,Playstore,78,1,0,71353,3,0,0,0
521404267,News,Playstore,68,0,0,48221,4,0,0,0
521337595,Music,Playstore,38,1,13620,16632,2,1,83584,0
521332539,Travel,Playstore,28,1,0,60355,2,1,84442,0
521331899,Banking,Playstore,22,1,27590.90909,80167,2,0,0,0
521321835,Others,Playstore,41,0,0,33366,3,1,69542,0
521320731,News,Playstore,16,0,0,64390,2,1,22626,3561
521308011,Sports,Playstore,63,0,0,12989,3,0,0,0
521237499,Others,Playstore,41,1,0,23982,3,0,0,0
521200683,Lifestyle,Playstore,15,0,0,61154,3,1,66831,9371
521134299,Sports,Playstore,59,1,44577.27273,47939,2,0,0,0
521114139,Lifestyle,Playstore,33,0,0,85966,3,0,0,0
521103579,Travel,Playstore,29,1,0,57073,2,0,0,0
521046235,Communication,Playstore,24,1,225422.7273,43568,2,1,15933,7911
521043691,Music,Playstore,49,1,263630.9091,20030,4,1,68881,0
521040715,Video,Playstore,55,1,0,46226,4,1,91386,0
521022507,Education,Playstore,32,1,0,59118,3,1,45202,9017
520923179,Sports,Playstore,65,1,0,58897,4,0,0,0
520902107,Communication,Playstore,75,1,0,50311,4,0,0,0
520900939,Games,Playstore,47,1,0,50216,3,1,26982,2922
520828571,Others,Playstore,80,1,0,49522,4,1,19469,4917
520825835,News,Playstore,40,0,0,62702,3,0,0,0
520825627,Sports,Playstore,44,1,0,81654,2,1,83856,0
520816027,Video,Playstore,33,1,0,99254,3,0,0,0
520812891,Education,Playstore,51,1,0,11578,3,0,0,0
520806955,Lifestyle,Playstore,34,0,NA,25184,4,0,0,0
520801371,e-Book,Playstore,43,1,0,21686,2,0,0,0
520737243,Travel,Playstore,75,1,63556.36364,13391,2,0,0,0
520712475,Others,Playstore,67,0,0,79169,4,1,72633,0
520627851,Sports,Playstore,44,0,0,53744,2,1,45260,0
520621483,Travel,Playstore,29,1,74540.90909,18140,3,1,35055,0
520590747,Games,Playstore,68,0,0,86877,3,1,38864,0
520504891,Others,Playstore,37,0,0,59463,4,0,0,0
520430971,Education,Playstore,40,1,22727.27273,87106,2,1,69865,0
520409099,ecommerce,Playstore,50,1,90909.09091,59878,4,0,0,0
520390283,e-Book,Playstore,71,0,0,96895,2,1,12866,0
520359723,Video,Playstore,72,1,93168.18182,52323,4,0,0,0
520340331,Banking,Playstore,49,0,11817.27273,26459,2,0,0,0
520329019,Education,Playstore,35,0,0,49974,4,1,39695,0
520328187,Communication,Playstore,36,1,0,78590,3,0,0,0
520327947,News,Playstore,24,1,0,99361,4,0,0,0
520324235,Banking,Playstore,44,1,0,41714,2,1,90971,0
520323995,Lifestyle,Playstore,18,0,0,90756,3,0,0,0
520287435,Communication,Playstore,69,1,0,84626,2,0,0,0
506591067,Banking,Playstore,18,1,0,65457,2,0,0,0
506566507,Education,Playstore,31,0,0,41572,4,0,0,0
506543563,e-Book,Playstore,50,0,0,11427,3,1,22752,0
506489835,Education,Playstore,50,0,0,72701,4,1,19099,0
506468587,Others,Playstore,22,0,88000,73173,3,0,0,0
506386331,Banking,Playstore,53,0,0,43761,2,0,0,0
506384587,Banking,Playstore,74,1,0,40354,2,0,0,0
506384539,e-Book,Playstore,41,0,0,34955,4,0,0,0
506376779,Sports,Playstore,58,1,14272.72727,41654,3,0,0,0
506350379,Sports,Playstore,72,1,390877.2727,81198,4,0,0,0
506333035,Games,Playstore,70,1,0,14446,2,1,31125,0
506303339,e-Book,Playstore,49,0,4500,23463,2,1,24652,0
506302059,Education,Playstore,77,0,0,73040,2,0,0,0
506191787,Video,Playstore,15,1,0,78376,3,0,0,0
506170075,ecommerce,Playstore,32,0,0,29821,4,1,64274,6984
506128171,Music,Playstore,21,1,0,92773,4,0,0,0
506100859,Video,Playstore,77,0,NA,63969,2,0,0,0
506096139,Others,Playstore,75,0,0,85936,2,0,0,0
506070747,Travel,Playstore,38,1,0,96230,2,0,0,0
506051883,Sports,Playstore,28,1,220554.5455,80771,4,1,70432,1494
505960971,Video,Playstore,16,1,0,75161,4,1,35913,0
505957867,Education,Playstore,64,1,0,75310,4,0,0,0
505950523,Music,Playstore,18,1,2545.454545,90617,3,1,92144,0
505929915,Travel,Playstore,22,0,4318.181818,56067,2,0,0,0
505927051,Video,Playstore,63,1,0,79032,3,1,70648,2518
505908011,Games,Playstore,17,0,31818.18182,21121,4,1,74115,0
505907707,Lifestyle,Playstore,26,0,NA,88025,3,1,42862,5860
505889771,Banking,Playstore,72,1,0,68274,4,0,0,0
505867259,Games,Playstore,52,1,0,91874,3,0,0,0
505848379,News,Playstore,46,1,0,51446,3,0,0,0
505770059,News,Playstore,73,0,1590.909091,10108,3,0,0,0
505752491,Games,Playstore,79,1,0,31210,4,0,0,0
505683915,News,Playstore,21,1,0,84195,4,1,40059,1472
505683659,Games,Playstore,70,1,201500,98222,4,0,0,0
505644843,Travel,Playstore,64,0,0,16888,4,0,0,0
505612459,Travel,Playstore,70,0,0,97815,3,0,0,0
505607371,Banking,Playstore,56,0,90909.09091,99552,3,0,0,0
505577323,e-Book,Playstore,20,1,1261363.636,42576,2,0,0,0
505520651,Sports,Playstore,77,1,0,19891,4,1,29811,0
505516523,Banking,Playstore,52,0,NA,88046,4,0,0,0
505506075,News,Playstore,64,0,0,53772,4,0,0,0
505505611,Video,Playstore,29,1,0,17147,4,1,38167,0
505497803,Lifestyle,Playstore,40,0,0,24638,4,0,0,0
505497035,Travel,Playstore,24,0,0,60747,4,0,0,0
505485019,ecommerce,Playstore,72,0,0,95867,4,1,41627,8758
505405115,Music,Playstore,17,1,0,24677,4,0,0,0
505391115,Education,Playstore,32,1,0,20509,4,0,0,0
505314443,Education,Playstore,22,0,0,63694,4,0,0,0
505175803,e-Book,Playstore,64,1,0,26278,2,1,75234,9049
505143659,Education,Playstore,42,1,0,13777,4,1,66135,0
505067227,Banking,Playstore,23,0,0,64603,4,0,0,0
505061771,Games,Playstore,52,1,24090.90909,24470,4,1,77131,0
505059499,Lifestyle,Playstore,37,1,627250,59715,4,1,46800,0
505037835,Music,Playstore,58,0,NA,73583,3,0,0,0
504989035,Travel,Playstore,33,1,0,43671,3,0,0,0
504975755,ecommerce,Playstore,23,1,18181.81818,70945,2,0,0,0
504975707,Games,Playstore,60,0,0,11617,2,1,90744,0
504942747,Music,Playstore,66,0,0,67390,2,1,98705,8958
504941819,Banking,Playstore,68,1,NA,16615,3,0,0,0
504933211,Sports,Playstore,19,0,0,91843,2,1,99975,5884
504882651,e-Book,Playstore,67,0,0,95358,2,0,0,0
504881659,Games,Playstore,50,1,0,88967,4,1,13822,1938
504849227,Banking,Playstore,73,0,109090.9091,22517,4,1,38932,1601
504838555,Banking,Playstore,60,0,0,62168,3,1,71759,1337
504820859,News,Playstore,67,1,0,45050,3,0,0,0
504819179,Lifestyle,Playstore,71,1,0,29596,2,1,43770,4932
504813483,Music,Playstore,31,0,90,69954,3,0,0,0
504796139,Sports,Playstore,17,0,65408.18182,83666,2,0,0,0
504795915,ecommerce,Playstore,18,1,111490.9091,38751,2,0,0,0
504787179,Communication,Playstore,63,0,54545.45455,40354,3,1,31983,6044
504775067,Video,Playstore,15,0,0,80384,3,1,39479,0
504735419,Music,Playstore,18,1,0,76997,2,0,0,0
504706971,Education,Playstore,33,0,0,47376,3,1,94931,8148
504682219,Games,Playstore,59,0,36363.63636,35333,2,1,54373,0
504680363,Lifestyle,Playstore,18,1,0,70037,3,1,41518,0
504616571,Games,Playstore,72,0,98181.81818,19539,4,1,27001,0
504612763,e-Book,Playstore,79,1,4543.636364,16211,3,1,77848,1652
504601723,Education,Playstore,77,1,0,85895,4,1,63235,7843
504598987,Education,Playstore,28,0,0,44886,4,1,66339,0
504524155,Sports,Playstore,27,0,0,91071,4,1,74529,5501
504502315,Sports,Playstore,70,1,0,51950,3,0,0,0
504441387,Sports,Playstore,69,1,0,37537,3,1,88334,6601
504388235,e-Book,Playstore,36,0,0,88281,2,1,37681,0
504369227,Lifestyle,Playstore,21,1,0,88323,3,1,11290,3570
504304987,e-Book,Playstore,23,1,0,40151,4,1,16268,0
504298491,Others,Playstore,22,0,0,77219,4,0,0,0
504294043,Sports,Playstore,79,0,0,29676,3,0,0,0
504288395,ecommerce,Playstore,62,0,1.00E+05,57459,4,0,0,0
504224571,Games,Playstore,16,1,0,50369,4,0,0,0
504224203,News,Playstore,18,1,0,99244,4,1,35943,8506
504105899,Sports,Playstore,45,1,0,35825,2,1,30526,6707
504093179,Banking,Playstore,71,1,0,84520,3,1,93005,9062
504088427,Games,Playstore,80,1,0,44161,2,1,85548,5918
504085547,e-Book,Playstore,69,1,0,76573,4,0,0,0
504050923,Others,Playstore,28,0,59727.27273,19041,2,0,0,0
503999707,Music,Playstore,71,0,0,97244,4,0,0,0
503989483,Education,Playstore,80,1,475000,33358,4,1,12933,7962
503946379,Lifestyle,Playstore,53,1,0,28931,3,1,43722,0
503933115,Video,Playstore,49,1,0,89374,2,1,46370,0
503915547,Lifestyle,Playstore,77,1,0,11709,3,0,0,0
503875979,Lifestyle,Playstore,73,0,0,33258,4,1,21537,0
503835835,e-Book,Playstore,34,0,0,97891,2,0,0,0
503806795,Lifestyle,Playstore,38,0,0,33855,2,0,0,0
503760875,Others,Playstore,54,0,44454.54545,44261,4,0,0,0
503756251,Communication,Playstore,24,0,NA,12007,4,0,0,0
503745019,Travel,Playstore,66,0,0,52268,3,1,92849,9062
503732971,Music,Playstore,17,1,0,24353,2,1,49893,9144
503662779,Lifestyle,Playstore,76,0,120000,52623,4,0,0,0
503644587,Lifestyle,Playstore,32,0,0,85433,4,0,0,0
503573643,Others,Playstore,54,0,0,63564,3,1,64471,8993
503571195,ecommerce,Playstore,31,0,0,87081,3,1,31425,1227
503540987,Communication,Playstore,74,0,36054.54545,41213,3,1,42899,3967
503536763,Communication,Playstore,80,1,0,30021,2,0,0,0
503463035,News,Playstore,74,0,109090.9091,91296,3,0,0,0
503458091,Communication,Playstore,23,0,0,58842,3,1,15084,0
503277099,Sports,Playstore,79,1,13636.36364,90115,3,0,0,0
503208731,Lifestyle,Playstore,32,0,31818.18182,34250,3,0,0,0
503129419,ecommerce,Playstore,34,0,27272.72727,42405,4,0,0,0
503125931,Lifestyle,Playstore,43,0,9045.454545,78261,2,0,0,0
503105003,Music,Playstore,69,0,0,34550,2,0,0,0
503098619,Education,Playstore,79,1,0,12668,3,1,88412,4355
503096075,Education,Playstore,80,1,0,31514,3,0,0,0
503094555,News,Playstore,39,1,0,39852,4,1,83090,0
503064091,Banking,Playstore,48,1,0,43369,3,1,30026,8648
502869371,Communication,Playstore,36,0,0,26984,4,0,0,0
502867371,Banking,Playstore,69,1,81504.54545,22848,2,0,0,0
502819083,Music,Playstore,60,1,0,76266,2,0,0,0
502816619,ecommerce,Playstore,66,0,0,53957,4,1,55792,0
502812971,Communication,Playstore,58,1,NA,61820,2,1,54885,8325
502777819,Travel,Playstore,80,0,148636.3636,89098,2,0,0,0
502676507,Games,Playstore,23,0,NA,36554,2,1,76979,0
502653163,Others,Playstore,58,0,109090.9091,23430,4,1,22166,0
502628299,Travel,Playstore,57,1,0,42610,2,1,53481,5848
502628267,Banking,Playstore,26,1,0,25920,3,0,0,0
502582891,Education,Playstore,51,0,0,97823,4,1,73554,0
502544491,News,Playstore,58,0,0,55715,3,1,94926,0
502535867,Others,Playstore,46,0,0,92133,4,1,85556,5344
502535547,ecommerce,Playstore,41,0,0,94111,3,0,0,0
502511979,ecommerce,Playstore,60,0,0,62429,2,1,10150,8019
502475579,Sports,Playstore,68,1,0,41711,4,0,0,0
502459867,Travel,Playstore,57,1,4611.818182,54969,4,1,13376,0
502451195,Lifestyle,Playstore,61,0,0,11546,3,1,17911,2476
502432811,e-Book,Playstore,47,1,101624.5455,25157,4,0,0,0
502426683,Education,Playstore,23,1,345454.5455,39205,2,0,0,0
502384171,Education,Playstore,27,1,0,72011,4,1,46174,0
502370971,Games,Playstore,20,1,NA,98642,4,0,0,0
502341403,Communication,Playstore,68,0,267272.7273,75903,3,0,0,0
502331387,Sports,Playstore,75,0,0,64801,4,1,49245,6326
502327515,Games,Playstore,74,0,107133.6364,92507,3,0,0,0
502322955,Banking,Playstore,36,1,0,39545,4,0,0,0
502322491,Video,Playstore,54,0,0,26540,4,1,16842,0
502321611,Lifestyle,Playstore,64,0,NA,73942,4,0,0,0
502318683,Education,Playstore,49,1,0,39284,2,1,84421,0
502317435,Banking,Playstore,19,0,0,53933,3,1,48389,0
502243627,Lifestyle,Playstore,44,0,0,82249,4,1,77232,0
502200939,Music,Playstore,65,0,0,29608,3,0,0,0
502138203,Others,Playstore,70,1,795.4545455,55098,2,0,0,0
502099883,Lifestyle,Playstore,28,0,NA,27607,4,0,0,0
501990379,Lifestyle,Playstore,54,1,0,73391,2,0,0,0
501880779,Music,Playstore,56,0,0,33108,4,1,13747,8438
501879515,Travel,Playstore,76,1,0,98012,3,1,55960,0
501843547,News,Playstore,75,0,0,98615,3,1,86701,7945
501842475,Others,Playstore,41,0,0,70255,4,1,32497,0
501787787,Music,Playstore,20,0,NA,30974,3,0,0,0
501759915,Sports,Playstore,51,0,0,75339,4,0,0,0
501727275,ecommerce,Playstore,34,0,54545.45455,83759,3,0,0,0
501680379,Lifestyle,Playstore,70,0,0,12654,4,1,61648,0
501676379,Lifestyle,Playstore,58,1,0,62165,2,0,0,0
501666891,Video,Playstore,61,0,0,98927,4,1,46560,9820
501621499,Travel,Playstore,73,0,319955.4545,79928,4,1,17136,0
501609371,Banking,Playstore,29,0,0,82844,2,0,0,0
501601947,Travel,Playstore,42,0,0,47923,3,0,0,0
501578219,Education,Playstore,62,1,56363.63636,50457,2,0,0,0
501574027,Games,Playstore,37,1,4600,48733,4,0,0,0
501571243,Banking,Playstore,45,0,0,13447,3,0,0,0
501553611,Communication,Playstore,70,1,495340.9091,82315,3,1,19870,0
501540427,Video,Playstore,71,1,0,32017,4,1,78380,0
501518859,News,Playstore,51,1,0,60451,2,0,0,0
501490923,Sports,Playstore,23,0,221003.6364,52268,4,0,0,0
501489979,News,Playstore,37,1,688963.6364,76844,3,0,0,0
501460075,Music,Playstore,60,1,0,40288,2,0,0,0
501379275,Lifestyle,Playstore,69,1,0,12936,3,1,58629,1308
501376843,Video,Playstore,24,1,0,69304,2,0,0,0
501265563,Travel,Playstore,41,1,562654.5455,13799,4,1,83265,4334
501176459,Video,Playstore,43,0,0,68554,2,1,51035,0
501175883,Lifestyle,Playstore,59,0,0,48190,4,0,0,0
501173371,e-Book,Playstore,48,1,7159.090909,98474,2,0,0,0
501169483,Games,Playstore,80,0,0,60986,2,1,33161,2407
501129755,Others,Playstore,33,1,88107.27273,19485,4,0,0,0
501117851,Communication,Playstore,74,1,0,44687,2,1,78408,0
501116811,Music,Playstore,77,0,0,15674,4,0,0,0
501078955,Communication,Playstore,72,1,23336.36364,44443,2,0,0,0
99995409,ecommerce,Playstore,23,1,2683160.909,52643,3,1,28084,0
99935633,ecommerce,Playstore,56,1,0,42942,2,0,0,0
99885761,ecommerce,Playstore,21,0,795.4545455,59959,4,1,53390,5674
99836689,Games,Playstore,64,1,240909.0909,53624,2,0,0,0
99718145,Travel,Playstore,28,1,399263.6364,10122,2,1,26718,0
99694353,Games,Playstore,32,1,NA,66185,3,0,0,0
99692353,Travel,Playstore,57,1,0,70517,4,1,40440,0
99656497,ecommerce,Playstore,65,1,0,60529,3,1,57087,0
99655249,News,Playstore,72,1,0,73695,4,0,0,0
99627073,Communication,Playstore,77,1,34545.45455,76211,4,1,22469,6897
99572641,Games,Playstore,72,0,153727.2727,78300,2,1,37568,7963
99529009,e-Book,Playstore,71,0,0,57908,3,0,0,0
99501841,Lifestyle,Playstore,57,0,0,99624,3,0,0,0
99465745,Education,Playstore,70,0,9090.909091,53518,3,0,0,0
99429633,News,Playstore,25,1,0,64009,4,0,0,0
99388897,Travel,Playstore,22,0,0,42611,2,1,51987,0
99350513,Travel,Playstore,67,0,27068.18182,38853,3,1,99710,5618
99337873,Education,Playstore,62,0,28708.18182,91954,4,1,15974,5333
99297185,Sports,Playstore,48,0,0,10979,4,1,91174,0
99198465,Others,Playstore,48,0,0,62932,4,1,35101,9692
99184705,Communication,Playstore,29,1,0,15214,3,1,96069,2525
99180081,Sports,Playstore,70,1,92968.18182,55195,4,0,0,0
99176385,Travel,Playstore,49,0,0,58277,2,1,30653,0
99124113,Others,Playstore,26,1,0,14213,3,0,0,0
98949729,Communication,Playstore,36,1,0,76256,3,1,71018,0
98939265,Music,Playstore,66,0,0,90427,4,1,66218,0
98921617,Lifestyle,Playstore,53,1,0,66974,4,1,13374,9676
98916497,Video,Playstore,42,0,0,84181,3,0,0,0
98906353,Travel,Playstore,24,0,0,99424,3,1,36793,8608
98904881,Sports,Playstore,31,1,334133.6364,97605,3,1,95801,0
98893457,ecommerce,Playstore,24,1,54545.45455,16919,4,1,70516,0
98817537,News,Playstore,62,1,795.4545455,17907,4,1,81775,9294
5610036518,ecommerce,Playstore,50,1,54545.45455,17022,4,1,28950,0
5610007078,e-Book,Playstore,58,0,0,34280,3,0,0,0
5610007062,News,Playstore,64,0,9090.909091,92670,3,0,0,0
5609837494,Lifestyle,Playstore,51,1,0,24134,3,0,0,0
5609831158,Education,Playstore,54,0,0,10300,3,1,44975,8471
5609830966,e-Book,Playstore,57,0,0,37472,4,0,0,0
5609830950,Travel,Playstore,32,1,0,93367,2,0,0,0
5609829190,Others,Playstore,26,0,0,89823,4,1,61099,2088
5609803286,Music,Playstore,80,1,0,21255,2,1,62465,5852
5609637718,Video,Playstore,56,1,0,18515,3,0,0,0
5608052950,Music,Playstore,19,0,0,78484,2,1,55660,0
5608052438,Others,Playstore,33,1,0,24365,4,1,55596,3548
5608045558,Video,Playstore,62,1,0,99712,3,0,0,0
5608044998,ecommerce,Playstore,51,1,0,37260,3,1,81043,9686
5608044950,Communication,Playstore,19,1,0,69781,2,1,41902,4835
5608033238,Music,Playstore,42,0,0,56566,4,1,95362,0
5608028326,Travel,Playstore,24,1,0,37224,3,0,0,0
5608014998,ecommerce,Playstore,70,1,0,15060,2,0,0,0
5608011430,Games,Playstore,60,0,0,63861,2,1,37063,0
5608008870,Education,Playstore,44,0,0,58071,4,0,0,0
5608003846,Communication,Playstore,34,0,0,94289,4,1,59777,0
5608001846,Video,Playstore,41,1,0,50928,3,0,0,0
5607054214,Sports,Playstore,79,0,0,66464,3,1,64677,1000
5607052870,Communication,Playstore,55,0,0,83512,3,1,70526,0
5607022342,ecommerce,Playstore,64,1,0,37536,3,0,0,0
5607015526,Lifestyle,Playstore,48,0,0,90804,2,1,36787,2343
5607011382,Music,Playstore,29,0,0,52913,4,1,63920,3499
5607010998,News,Playstore,38,1,0,50646,4,0,0,0
5607009766,Games,Playstore,32,1,0,27760,3,0,0,0
5607007510,Lifestyle,Playstore,62,1,0,48383,2,1,54193,0
5607007494,News,Playstore,67,1,0,23728,2,0,0,0
5607000358,News,Playstore,69,0,0,37188,2,0,0,0
5607000310,e-Book,Playstore,47,0,0,57554,4,0,0,0
5606596806,Travel,Playstore,24,0,62581.81818,68366,3,0,0,0
5606595798,Games,Playstore,77,0,0,99477,2,1,67076,0
5606593654,Communication,Playstore,47,0,13636.36364,31711,4,1,58991,0
5606586966,Music,Playstore,37,1,0,53048,2,0,0,0
5606585590,Education,Playstore,53,0,0,89364,4,0,0,0
5606577510,Sports,Playstore,53,1,0,21166,2,1,96680,0
5606575798,Video,Playstore,22,0,0,56109,3,0,0,0
5606558326,Sports,Playstore,57,0,0,58765,3,0,0,0
5606547142,Communication,Playstore,67,1,0,65443,2,1,74686,0
5606546502,Banking,Playstore,69,1,211674.5455,39669,4,1,41585,0
5606491478,Video,Playstore,41,1,89636.36364,64162,2,0,0,0
5606490534,Sports,Playstore,16,0,0,76863,3,1,20932,8060
5606486198,Music,Playstore,69,1,0,71255,4,0,0,0
5606484966,Banking,Playstore,49,1,0,69911,2,1,89272,7239
5606466902,Sports,Playstore,39,0,0,23237,4,1,90292,6573
5606456774,Education,Playstore,56,1,9043.636364,78425,3,1,14454,0
5606446102,ecommerce,Playstore,77,1,27272.72727,80712,4,1,95680,0
5606432662,Games,Playstore,40,1,0,49486,2,1,82373,8201
5606417062,Video,Playstore,41,1,0,95886,3,0,0,0
5606414998,Lifestyle,Playstore,41,0,0,71302,3,0,0,0
5606412934,Others,Playstore,23,0,90909.09091,80447,3,1,46926,0
5606410374,Games,Playstore,64,1,0,42738,3,0,0,0
5606409238,Sports,Playstore,20,0,0,15181,3,0,0,0
5606399062,Education,Playstore,65,0,54545.45455,17049,4,0,0,0
5606398662,Music,Playstore,36,1,NA,37785,2,0,0,0
5606395510,Video,Playstore,34,0,0,51245,2,1,23285,0
5606390374,e-Book,Playstore,24,0,5454.545455,83782,2,0,0,0
5606389846,e-Book,Playstore,32,0,0,86940,3,1,88217,0
5606389462,e-Book,Playstore,75,0,0,18563,3,1,65609,0
5606389302,Games,Playstore,33,1,0,62734,3,1,30500,0
5606387254,Video,Playstore,52,1,0,39877,2,0,0,0
5606370790,Music,Playstore,59,0,0,14778,2,0,0,0
5606362454,News,Playstore,20,1,0,25621,2,1,67018,3920
5606359142,e-Book,Playstore,17,0,NA,15722,4,1,22181,0
5606359094,Video,Playstore,51,1,0,17653,3,0,0,0
5606353654,Sports,Playstore,48,0,414181.8182,54686,2,0,0,0
5606351062,Lifestyle,Playstore,36,0,0,52484,3,0,0,0
5606347654,Games,Playstore,49,0,0,71404,3,1,58302,0
5606343878,Travel,Playstore,39,0,0,23552,2,0,0,0
5606330838,Others,Playstore,48,1,0,98224,2,0,0,0
5606299094,Video,Playstore,38,1,0,40657,4,0,0,0
5606296422,News,Playstore,71,0,0,55272,3,0,0,0
5606292838,Communication,Playstore,42,1,0,98982,3,0,0,0
5606285990,Education,Playstore,80,1,0,46373,2,0,0,0
5606283910,Others,Playstore,51,1,4298.181818,27297,3,1,40699,0
5606280886,Education,Playstore,45,1,0,92139,4,1,38039,0
5606278438,Others,Playstore,61,0,0,70195,2,0,0,0
5606275414,Video,Playstore,48,0,0,31733,2,0,0,0
5606244502,Communication,Playstore,60,1,109090.9091,66592,4,0,0,0
5606241366,Music,Playstore,35,1,1750,46629,3,0,0,0
5606225382,Others,Playstore,51,1,109090.9091,15748,2,1,87768,7262
5606217846,Sports,Playstore,64,1,959.0909091,62878,4,0,0,0
5606211014,Sports,Playstore,57,1,0,35839,4,0,0,0
5606188950,Education,Playstore,37,1,0,93287,2,1,85232,3235
5606155366,Others,Playstore,73,0,0,45825,4,1,12927,0
5606153926,Travel,Playstore,74,1,0,92533,3,0,0,0
5606111686,ecommerce,Playstore,52,1,0,81770,2,1,16448,0
5606096038,Lifestyle,Playstore,23,0,68181.81818,14063,3,1,17488,9635
5606085814,Banking,Playstore,23,0,0,13043,3,1,57095,0
5606073894,Travel,Playstore,76,1,0,45905,4,1,62352,8615
5606016038,ecommerce,Playstore,32,0,0,13865,2,1,37912,5747
5606003414,News,Playstore,79,1,61045.45455,55171,2,1,55362,0
5605999126,Sports,Playstore,31,0,0,91694,3,0,0,0
5605997990,News,Playstore,32,0,0,43609,3,1,36461,9489
5605978358,Lifestyle,Playstore,27,0,56088.18182,39796,4,1,42994,8099
5605885206,Communication,Playstore,26,0,0,92702,3,1,44166,1101
5605881430,Lifestyle,Playstore,47,0,115909.0909,59788,3,1,46846,5574
5605876342,Games,Playstore,39,0,0,55529,4,0,0,0
5605876326,Banking,Playstore,25,1,0,41424,2,0,0,0
5605876134,Video,Playstore,52,0,0,33653,4,1,66572,0
5605864950,Banking,Playstore,32,0,0,69539,3,1,11733,0
5605799814,News,Playstore,76,0,0,46425,2,1,53089,0
5605795334,e-Book,Playstore,71,0,0,60581,4,1,51367,2881
5605764902,Sports,Playstore,51,1,0,15109,4,0,0,0
5605762854,Video,Playstore,72,0,0,66886,4,0,0,0
5605757638,Music,Playstore,32,0,0,76046,3,0,0,0
5605740390,Video,Playstore,32,0,0,79521,2,0,0,0
5605728054,Sports,Playstore,58,1,0,28200,3,0,0,0
5605725462,Travel,Playstore,22,0,0,65927,2,1,72103,7223
5605719766,News,Playstore,78,0,58181.81818,87803,3,1,61780,6580
5605714358,News,Playstore,25,0,0,81421,2,1,73506,0
5605712342,Travel,Playstore,29,1,0,67926,4,0,0,0
5605689622,Sports,Playstore,28,0,0,30213,2,0,0,0
5605569798,Games,Playstore,47,0,9090.909091,68719,4,0,0,0
5605558838,Communication,Playstore,31,1,5818.181818,84318,4,0,0,0
5605558710,Banking,Playstore,80,0,1811122.727,80431,2,0,0,0
5605557542,News,Playstore,61,1,0,67043,3,0,0,0
5605546710,Video,Playstore,79,0,0,94505,2,0,0,0
5605537350,Lifestyle,Playstore,34,0,0,54310,2,1,66658,1527
5605530678,Communication,Playstore,37,1,0,77740,3,1,78141,0
5605519334,Games,Playstore,28,1,0,72791,4,0,0,0
5605424166,Sports,Playstore,27,1,0,68819,4,1,42670,2921
5605415462,Video,Playstore,24,1,0,73551,2,1,18398,0
5605397702,Education,Playstore,22,1,19953.63636,15415,3,1,94264,0
5605370694,Education,Playstore,65,1,0,18527,4,0,0,0
5605368134,Communication,Playstore,43,0,17085.45455,53084,4,1,36063,2692
5605357046,News,Playstore,69,0,0,44943,2,1,74184,0
5605346294,Banking,Playstore,68,0,0,66419,4,1,39036,4354
5605338630,e-Book,Playstore,68,1,0,80964,3,1,18591,5717
5605333494,Others,Playstore,34,1,0,74493,3,1,42736,0
5605333382,e-Book,Playstore,17,1,194450.9091,46531,4,1,49687,0
5605332230,Video,Playstore,69,1,0,21117,2,1,51693,0
5605322950,Others,Playstore,77,1,0,70023,3,0,0,0
5605234950,Music,Playstore,20,1,0,21617,3,1,77611,9593
5605223542,ecommerce,Playstore,43,0,0,42202,3,1,22525,6725
5605192102,Travel,Playstore,80,0,20310.90909,91814,2,1,50380,4322
5605152134,Sports,Playstore,57,1,0,21124,3,1,58074,3692
5605148774,Music,Playstore,48,1,0,79745,4,1,51990,0
5605140038,Lifestyle,Playstore,47,1,0,70595,4,1,29963,0
5605139878,Video,Playstore,69,1,27264.54545,12698,2,1,75683,9442
